tmin	tier	text	tmax
362.259151	IU/tone	21	362.650491
362.650491	word	要	362.933588
362.650491	EU/tone	51	362.933588
362.650491	IU/tone	51	362.933588
362.933588	word	喝水*	363.707940
362.933588	EU/tone	5521	363.707940
362.933588	IU/tone	5521	363.707940
365.864391	EU/tone	21	366.201610
365.864391	word	我	366.201610
365.864391	IU/tone	21	366.201610
366.201610	EU/tone	51	366.551317
366.201610	word	要	366.551317
366.201610	IU/tone	51	366.551317
367.005104	IU/tone	21	367.329833
367.005104	EU/tone	21	367.329833
367.005104	word	我	367.329833
367.329833	IU/tone	51	367.721172
367.329833	word	要	367.721172
367.329833	EU/tone	55	367.721172
367.721172	word	喝水	368.433077
367.721172	IU/tone	5521	368.433077
367.721172	EU/tone	5521	368.433077
376.905008	IU/tone	21	377.924881
376.905008	EU/tone	35	377.924881
376.905008	word	我	377.924881
377.924881	IU/tone	51	378.978167
377.924881	word	要	378.978167
377.924881	EU/tone	51	378.978167
379.082247	word	老師	379.731704
379.082247	EU/tone	2155	379.731704
379.082247	IU/tone	2155	379.731704
379.856600	EU/tone	21	380.543525
379.856600	word	我	380.543525
379.856600	IU/tone	21	380.543525
380.992809	word	我	381.604798
380.992809	EU/tone	21	381.604798
380.992809	IU/tone	21	381.604798
381.604798	EU/tone	2155	382.919229
381.604798	IU/tone	2155	382.919229
381.604798	word	老師	382.919229
382.919229	word	我	384.055779
382.919229	EU/tone	21	384.055779
382.919229	IU/tone	21	384.055779
384.055779	word	要	384.755648
384.055779	IU/tone	51	384.755648
384.055779	EU/tone	51	384.755648
384.755648	word	上廁所	387.032911
384.755648	EU/tone	515121	387.032911
384.755648	IU/tone	515121	387.032911
387.873874	EU/tone	21	388.913531
387.873874	word	我	388.913531
387.873874	IU/tone	21	388.913531
388.913531	EU/tone	51	389.450582
388.913531	IU/tone	51	389.450582
388.913531	word	要	389.450582
389.450582	word	喝水	390.699538
389.450582	EU/tone	5521	390.699538
389.450582	IU/tone	5521	390.699538
392.317200	EU/tone	2155	393.636930
392.317200	word	老師	393.636930
392.317200	IU/tone	2155	393.636930
393.636930	EU/tone	35	393.936859
393.636930	word	我	393.936859
393.636930	IU/tone	21	393.936859
393.936859	word	?	394.657090
394.657090	EU/tone	21	395.244099
394.657090	word	水	395.244099
394.657090	IU/tone	21	395.244099
411.771171	IU/tone	55	412.401052
411.771171	word	八	412.401052
411.771171	EU/tone	55	412.401052
412.401052	word	個	412.919778
412.919778	IU/tone	35	413.688603
412.919778	EU/tone	35	413.688603
412.919778	word	人	413.688603
415.043858	IU/tone	21	415.340273
415.043858	word	我	415.340273
415.043858	EU/tone	21	415.340273
419.063981	word	我	419.591969
419.063981	IU/tone	21	419.591969
419.063981	EU/tone	35	419.591969
419.591969	word	有	419.971751
419.591969	EU/tone	21	419.971751
419.591969	IU/tone	21	419.971751
420.409377	word	家	421.122624
420.409377	IU/tone	55	421.122624
420.409377	EU/tone	55	421.122624
422.337925	IU/tone	21	422.754758
422.337925	EU/tone	21	422.754758
422.337925	word	我	422.754758
422.754758	EU/tone	55	423.245695
422.754758	IU/tone	55	423.245695
422.754758	word	家	423.245695
423.245695	IU/tone	21	423.755158
423.245695	word	有	423.755158
423.245695	EU/tone	21	423.755158
423.755158	word	sp	424.190517
424.190517	word	六	425.135338
424.190517	EU/tone	51	425.135338
424.190517	IU/tone	51	425.135338
425.135338	word	個	425.542908
425.542908	EU/tone	35	425.839323
425.542908	word	人	425.839323
425.542908	IU/tone	35	425.839323
428.628821	word	媽媽?	429.518065
428.628821	IU/tone	2135	429.518065
428.628821	EU/tone	2135	429.518065
431.046453	IU/tone	55	431.509601
431.046453	word	八	431.509601
431.046453	EU/tone	55	431.509601
431.509601	word	個	431.750438
431.750438	EU/tone	21	431.944960
431.750438	IU/tone	35	431.944960
431.750438	word	人	431.944960
431.944960	EU/tone	5555?	432.232111
431.944960	word	沒有?	432.232111
431.944960	IU/tone	3521	432.232111
432.232111	EU/tone	55	432.963885
432.232111	word	叔叔	432.963885
432.232111	IU/tone	55	432.963885
435.689640	word	八	436.153656
435.689640	IU/tone	55	436.153656
435.689640	EU/tone	35	436.153656
436.153656	EU/tone	51	436.787904
436.153656	word	個	436.787904
436.787904	IU/tone	35	437.244307
436.787904	word	人	437.244307
436.787904	EU/tone	35	437.244307
439.765218	word	八	440.370598
439.765218	IU/tone	55	440.370598
439.765218	EU/tone	35	440.370598
440.370598	EU/tone	51	440.809162
440.370598	word	個	440.809162
441.790855	EU/tone	21	442.265008
441.790855	word	我	442.265008
441.790855	IU/tone	21	442.265008
442.265008	IU/tone	51	442.587877
442.265008	EU/tone	51	442.587877
442.265008	word	要	442.587877
442.587877	EU/tone	5521	443.214782
442.587877	word	喝水	443.214782
442.587877	IU/tone	5521	443.214782
443.214782	word	我	443.534961
443.214782	IU/tone	21	443.534961
443.214782	EU/tone	21	443.534961
443.534961	IU/tone	51	443.790566
443.534961	EU/tone	51	443.790566
443.534961	word	要	443.790566
443.790566	IU/tone	5521	444.519713
443.790566	EU/tone	5521	444.519713
443.790566	word	喝水	444.519713
449.847714	EU/tone	21	450.316485
449.847714	word	我	450.316485
449.847714	IU/tone	21	450.316485
450.316485	word	家	450.986439
450.316485	EU/tone	55	450.986439
450.316485	IU/tone	55	450.986439
451.734810	EU/tone	55	452.041536
451.734810	IU/tone	55	452.041536
451.734810	word	一	452.041536
452.041536	word	二	452.415527
452.041536	IU/tone	51	452.415527
452.041536	EU/tone	35	452.415527
452.415527	IU/tone	55	452.727634
452.415527	word	三	452.727634
452.415527	EU/tone	55	452.727634
452.727634	IU/tone	51	453.018217
452.727634	word	四	453.018217
452.727634	EU/tone	51	453.018217
453.018217	EU/tone	21	453.529426
453.018217	IU/tone	21	453.529426
453.018217	word	五	453.529426
453.529426	IU/tone	51	454.075614
453.529426	word	六	454.075614
453.529426	EU/tone	51	454.075614
454.075614	word	七	454.395793
454.075614	IU/tone	55	454.395793
454.075614	EU/tone	55	454.395793
454.395793	word	八	454.853436
454.395793	IU/tone	55	454.853436
454.395793	EU/tone	55	454.853436
454.853436	EU/tone	51?	455.195139
454.853436	word	是	455.195139
454.853436	IU/tone	51	455.195139
455.195139	IU/tone	513551	456.443568
455.195139	word	二十二	456.443568
455.195139	EU/tone	513551	456.443568
457.525276	EU/tone	513551	458.391642
457.525276	IU/tone	513551	458.391642
457.525276	word	二十二	458.391642
460.692033	word	二十二	461.480372
460.692033	IU/tone	513551	461.480372
460.692033	EU/tone	513551	461.480372
461.480372	word	個	461.749430
468.088221	EU/tone	2155	469.601555
468.088221	word	老*師	469.601555
468.088221	IU/tone	2155	469.601555
470.557345	IU/tone	2155	471.433486
470.557345	word	老師	471.433486
470.557345	EU/tone	2155	471.433486
474.792862	word	眼*睛*	475.673918
474.792862	IU/tone	2155	475.673918
474.792862	EU/tone	2155	475.673918
476.179613	word	眼睛	477.175363
476.179613	IU/tone	2155	477.175363
476.179613	EU/tone	2155	477.175363
477.175363	word	?	477.409964
477.409964	IU/tone	2155	477.800965
477.409964	word	老師	477.800965
477.409964	EU/tone	2155	477.800965
478.139833	word	眼睛	479.078236
478.139833	EU/tone	2155	479.078236
478.139833	IU/tone	2155	479.078236
479.823653	IU/tone	35	480.746416
479.823653	EU/tone	35	480.746416
479.823653	word	鼻子	480.746416
481.789087	word	耳朵	483.170625
481.789087	IU/tone	2155	483.170625
481.789087	EU/tone	2155	483.170625
483.170625	IU/tone	2155	484.220689
483.170625	EU/tone	2155	484.220689
483.170625	word	嘴巴	484.220689
484.220689	EU/tone	2155	484.918995
484.220689	IU/tone	2155	484.918995
484.220689	word	嘴巴	484.918995
484.918995	IU/tone	21	485.979202
484.918995	word	臉	485.979202
484.918995	EU/tone	21	485.979202
486.588501	word	鼻子	487.949186
486.588501	IU/tone	35	487.949186
486.588501	EU/tone	35	487.949186
487.949186	IU/tone	2155	489.424565
487.949186	word	耳朵	489.424565
487.949186	EU/tone	2155	489.424565
489.424565	word	眼睛	490.705630
489.424565	IU/tone	2155	490.705630
489.424565	EU/tone	2155	490.705630
490.994579	word	嘴巴	492.746265
490.994579	IU/tone	2155	492.746265
490.994579	EU/tone	2155	492.746265
492.746265	word	臉*	493.747228
492.746265	EU/tone	21	493.747228
492.746265	IU/tone	21	493.747228
495.644888	IU/tone	2155	496.458171
495.644888	EU/tone	2155	496.458171
495.644888	word	老師	496.458171
496.958653	EU/tone	35	498.272417
496.958653	word	鼻子*	498.272417
496.958653	IU/tone	35	498.272417
498.272417	EU/tone	2155	500.149224
498.272417	word	耳朵	500.149224
498.272417	IU/tone	2155	500.149224
500.524585	word	眼睛	501.731806
500.524585	EU/tone	2155	501.734082
500.524585	IU/tone	2155	501.734082
501.731806	word	嘴巴	503.694302
501.734082	IU/tone	2155	503.694302
501.734082	EU/tone	2155	503.694302
504.090517	EU/tone	21	505.070627
504.090517	IU/tone	21	505.070627
504.090517	word	臉*	505.070627
505.070627	EU/tone	2155	507.114261
505.070627	word	耳朵	507.114261
505.070627	IU/tone	2155	507.114261
507.870550	EU/tone	35	509.362548
507.870550	word	鼻子	509.362548
507.870550	IU/tone	35	509.362548
509.362548	word	嘴巴	511.034229
509.362548	EU/tone	2155	511.034229
509.362548	IU/tone	2155	511.034229
511.551043	IU/tone	2155	513.870404
511.551043	word	眼睛	513.870404
511.551043	EU/tone	2155	513.870404
514.998914	IU/tone	2155	516.120779
514.998914	word	老師	516.120779
514.998914	EU/tone	2155	516.120779
527.369679	EU/tone	2155	528.302465
527.369679	word	老師	528.302465
527.369679	IU/tone	2155	528.302465
528.516754	word	我	529.071384
528.516754	EU/tone	35	529.071384
528.516754	IU/tone	21	529.071384
529.071384	word	要	529.878118
529.071384	IU/tone	51	529.878118
529.071384	EU/tone	51	529.878118
529.878118	word	喝水	530.848721
529.878118	IU/tone	5521	530.848721
529.878118	EU/tone	5521	530.848721
533.584054	word	老師*	534.453815
533.584054	EU/tone	3521?	534.453815
533.584054	IU/tone	2155	534.453815
534.453815	IU/tone	51	534.885601
534.453815	EU/tone	15	534.885601
534.453815	word	要	534.885601
534.885601	word	喝水	535.994860
534.885601	EU/tone	5521	535.994860
534.885601	IU/tone	5521	535.994860
536.436043	word	要	537.053699
536.436043	IU/tone	51	537.053699
536.436043	EU/tone	15	537.053699
537.053699	IU/tone	5521	537.999091
537.053699	EU/tone	5521	537.999091
537.053699	word	喝水	537.999091
547.069427	word	太陽	547.693643
547.069427	EU/tone	5535	547.693643
547.069427	IU/tone	5135	547.693643
548.839083	EU/tone	5535	550.201956
548.839083	IU/tone	5135	550.201956
548.839083	word	太陽	550.201956
550.581688	IU/tone	5135	551.845726
550.581688	word	太陽*	551.845726
550.581688	EU/tone	5535	551.845726
556.340468	IU/tone	5135	557.401636
556.340468	EU/tone	5135	557.401636
556.340468	word	太陽*	557.401636
563.870132	IU/tone	5135	564.957309
563.870132	EU/tone	3535	564.957309
563.870132	word	稻*芽?	564.957309
566.736517	IU/tone	?	567.948538
566.736517	EU/tone	2151	567.948538
566.736517	word	?	567.948538
569.628721	IU/tone	?	570.773118
569.628721	word	?	570.773118
569.628721	EU/tone	2151	570.773118
572.271555	IU/tone	?	573.249494
572.271555	EU/tone	2151	573.249494
572.271555	word	?	573.249494
574.321066	word	?	576.214523
574.321066	IU/tone	?	576.214523
574.321066	EU/tone	21?	576.214523
582.905409	IU/tone	3551	584.602277
582.905409	word	涼快	584.602277
582.905409	EU/tone	2151	584.602277
584.602277	EU/tone	35	585.136006
584.602277	IU/tone	21	585.136006
584.602277	word	好	585.136006
585.136006	EU/tone	2151	585.965996
585.136006	IU/tone	3551	585.965996
585.136006	word	涼快	585.965996
596.356614	IU/tone	21	596.854608
596.356614	word	好	596.854608
596.356614	EU/tone	21	596.854608
597.430741	EU/tone	2151	598.850945
597.430741	IU/tone	2151	598.850945
597.430741	word	好熱	598.850945
599.571497	IU/tone	2151	600.496937
599.571497	EU/tone	2151	600.496937
599.571497	word	好熱	600.496937
604.834938	word	好冷	606.280938
604.834938	EU/tone	3521	606.280938
604.834938	IU/tone	3521	606.280938
607.799677	EU/tone	3521	609.534877
607.799677	word	好冷	609.534877
607.799677	IU/tone	3521	609.534877
614.123518	word	好冰	615.935839
614.123518	EU/tone	2155	615.935839
614.123518	IU/tone	2155	615.935839
624.218878	IU/tone	21	625.857679
624.218878	word	好	625.857679
624.218878	EU/tone	21	625.857679
630.272800	EU/tone	5135	631.892321
630.272800	word	太陽	631.892321
630.272800	IU/tone	5135	631.892321
637.264080	word	好熱	638.440160
637.264080	IU/tone	2151	638.440160
637.264080	EU/tone	2151	638.440160
638.729360	word	好熱	639.847601
638.729360	IU/tone	2151	639.847601
638.729360	EU/tone	2151	639.847601
642.527521	IU/tone	2151	643.819282
642.527521	EU/tone	2151	643.819282
642.527521	word	好熱	643.819282
644.108482	EU/tone	5151	645.149602
644.108482	word	?	645.149602
646.422083	EU/tone	3521	647.636723
646.422083	word	好冷	647.636723
646.422083	IU/tone	3521	647.636723
648.727267	IU/tone	3521	649.864787
648.727267	word	好冷	649.864787
648.727267	EU/tone	3521	649.864787
650.443188	IU/tone	21	651.291508
650.443188	word	好	651.291508
650.443188	EU/tone	35	651.291508
651.445748	word	好	651.812068
651.445748	EU/tone	35	651.812068
651.445748	IU/tone	21	651.812068
651.812068	IU/tone	3551	653.103828
651.812068	word	涼快	653.103828
651.812068	EU/tone	3551	653.103828
655.321029	IU/tone	21	655.880149
655.321029	word	好	655.880149
655.321029	EU/tone	35	655.880149
655.880149	word	涼快	657.268310
655.880149	EU/tone	3551	657.268310
655.880149	IU/tone	3551	657.268310
658.907110	EU/tone	21	659.639750
658.907110	word	好	659.639750
658.907110	IU/tone	21	659.639750
659.639750	IU/tone	3551	660.931511
659.639750	word	涼快	660.931511
659.639750	EU/tone	3551	660.931511
661.490631	word	好冰	662.454631
661.490631	IU/tone	2155	662.454631
661.490631	EU/tone	2155	662.454631
663.013751	EU/tone	2155	664.016312
663.013751	word	好冰	664.016312
663.013751	IU/tone	2155	664.016312
670.062433	EU/tone	5135	670.973364
670.062433	IU/tone	5135	670.973364
670.062433	word	太陽	670.973364
674.542560	word	好熱	675.555578
674.542560	IU/tone	2151	675.555578
674.542560	EU/tone	2151	675.555578
676.411538	IU/tone	2155	677.306763
676.411538	EU/tone	2155	677.306763
676.411538	word	好冰	677.306763
677.306763	word	好冰	678.044931
677.306763	IU/tone	2155	678.044931
677.306763	EU/tone	2155	678.044931
678.170577	EU/tone	2155	679.183594
678.170577	word	好熱	679.183594
678.170577	IU/tone	2151	679.183594
680.209934	IU/tone	3521	681.097306
680.209934	EU/tone	3521	681.097306
680.209934	word	好冷*	681.097306
682.112287	EU/tone	3521	682.591311
682.112287	word	好冷*	682.591311
682.112287	IU/tone	3521	682.591311
682.591311	word	好冷	683.113525
682.591311	EU/tone	3521	683.113525
682.591311	IU/tone	3521	683.113525
683.113525	EU/tone	2155	684.019178
683.113525	word	好冰	684.019178
683.113525	IU/tone	2155	684.019178
684.019178	EU/tone	2155	684.506097
684.019178	word	眼睛	684.506097
684.019178	IU/tone	2155	684.506097
684.506097	IU/tone	2155	685.129744
684.506097	EU/tone	2155	685.129744
684.506097	word	眼睛	685.129744
685.129744	IU/tone	2155	686.072086
685.129744	word	耳朵	686.072086
685.129744	EU/tone	2155	686.072086
686.072086	word	鼻子	687.166120
686.072086	IU/tone	35	687.166120
686.072086	EU/tone	35	687.166120
687.166120	IU/tone	2155	688.266198
687.166120	EU/tone	2155	688.266198
687.166120	word	嘴巴	688.266198
688.266198	IU/tone	21	689.099045
688.266198	EU/tone	21	689.099045
688.266198	word	臉	689.099045
692.363130	IU/tone	55	693.079983
692.363130	EU/tone	55	693.079983
692.363130	word	一	693.079983
693.079983	IU/tone	51	693.751752
693.079983	EU/tone	51	693.751752
693.079983	word	二	693.751752
693.751752	word	三	694.387452
693.751752	IU/tone	55	694.387452
693.751752	EU/tone	55	694.387452
694.387452	IU/tone	51	694.950034
694.387452	word	四	694.950034
694.387452	EU/tone	51	694.950034
694.950034	IU/tone	21	695.675905
694.950034	EU/tone	21	695.675905
694.950034	word	五	695.675905
695.675905	word	六	696.343165
695.675905	EU/tone	51	696.343165
695.675905	IU/tone	51	696.343165
696.343165	IU/tone	55	696.879678
696.343165	EU/tone	55	696.879678
696.343165	word	七	696.879678
696.879678	IU/tone	55	697.535667
696.879678	EU/tone	55	697.535667
696.879678	word	八	697.535667
697.535667	word	九	698.094723
697.535667	EU/tone	21	698.094723
697.535667	IU/tone	21	698.094723
698.094723	IU/tone	35	698.536557
698.094723	EU/tone	35	698.536557
698.094723	word	十	698.536557
698.536557	word	十一	699.194800
698.536557	IU/tone	3555	699.194800
698.536557	EU/tone	3555	699.194800
699.194800	EU/tone	3551	699.815010
699.194800	IU/tone	3551	699.815010
699.194800	word	十二	699.815010
699.815010	EU/tone	3555	700.527355
699.815010	word	十三	700.527355
699.815010	IU/tone	3555	700.527355
700.527355	EU/tone	3551	701.248717
700.527355	word	十四	701.248717
700.527355	IU/tone	3551	701.248717
701.248717	EU/tone	3521	701.970079
701.248717	IU/tone	3521	701.970079
701.248717	word	十五	701.970079
701.970079	word	十六	702.466016
701.970079	IU/tone	3551	702.466016
701.970079	EU/tone	3551	702.466016
702.466016	word	十七	703.160327
702.466016	IU/tone	3555	703.160327
702.466016	EU/tone	3555	703.160327
703.160327	word	十八	703.721680
703.160327	EU/tone	3555	703.721680
703.160327	IU/tone	3555	703.721680
703.721680	EU/tone	3521	704.316804
703.721680	word	十九	704.316804
703.721680	IU/tone	3521	704.316804
704.316804	EU/tone	5135	705.047183
704.316804	IU/tone	5135	705.047183
704.316804	word	二十	705.047183
705.272609	IU/tone	513555	706.462857
705.272609	word	二十一	706.462857
705.272609	EU/tone	513555	706.462857
711.317784	EU/tone	2155	712.047878
711.317784	word	老師	712.047878
711.317784	IU/tone	2155	712.047878
712.813587	word	老師	713.686139
712.813587	EU/tone	2155	713.686139
712.813587	IU/tone	2155	713.686139
717.799597	word	二十	719.562508
717.799597	EU/tone	5155	719.562508
717.799597	IU/tone	5135	719.562508
719.562508	EU/tone	2155	721.361033
719.562508	word	十九	721.361033
719.562508	IU/tone	3521	721.361033
721.361033	EU/tone	3555	722.761002
721.361033	IU/tone	3555	722.761002
721.361033	word	十八	722.761002
722.761002	EU/tone	3555	724.167769
722.761002	word	十七	724.167769
722.761002	IU/tone	3555	724.167769
724.167769	word	十六	725.859451
724.167769	IU/tone	3551	725.859451
724.167769	EU/tone	3551	725.859451
725.859451	EU/tone	3521	727.497712
725.859451	IU/tone	3521	727.497712
725.859451	word	十五	727.497712
727.497712	word	十四	729.100358
727.497712	EU/tone	3551	729.100358
727.497712	IU/tone	3551	729.100358
729.100358	EU/tone	3555	730.596161
729.100358	word	十三	730.596161
729.100358	IU/tone	3555	730.596161
730.596161	word	十二	732.056350
730.596161	IU/tone	3551	732.056350
730.596161	EU/tone	3551	732.056350
732.056350	word	十一	733.534345
732.056350	IU/tone	3555	733.534345
732.056350	EU/tone	3555	733.534345
733.534345	word	十	735.008458
733.534345	IU/tone	35	735.008458
733.534345	EU/tone	35	735.008458
735.008458	word	九	736.201539
735.008458	EU/tone	21	736.201539
735.008458	IU/tone	21	736.201539
736.201539	word	八	737.180934
736.201539	EU/tone	55	737.180934
736.201539	IU/tone	55	737.180934
737.180934	IU/tone	55	738.053485
737.180934	EU/tone	55	738.053485
737.180934	word	七	738.053485
738.053485	word	六	739.068494
738.053485	IU/tone	51	739.068494
738.053485	EU/tone	51	739.068494
739.068494	word	五	739.887625
739.068494	IU/tone	21	739.887625
739.068494	EU/tone	21	739.887625
739.887625	EU/tone	51	740.724562
739.887625	IU/tone	51	740.724562
739.887625	word	四	740.724562
740.724562	IU/tone	55	741.419042
740.724562	word	三	741.419042
740.724562	EU/tone	55	741.419042
741.419042	word	二	742.202558
741.419042	EU/tone	51	742.202558
741.419042	IU/tone	51	742.202558
742.202558	word	一	742.882795
742.202558	IU/tone	55	742.882795
742.202558	EU/tone	55	742.882795
754.303991	word	祝	754.686009
754.303991	IU/tone	51	754.686009
754.303991	EU/tone	51	754.686009
754.686009	word	你	755.068027
754.686009	IU/tone	21	755.068027
754.686009	EU/tone	21	755.068027
755.068027	EU/tone	55515151	758.224704
755.068027	IU/tone	55515151	758.224704
755.068027	word	生日快樂	758.224704
831.376263	word	三十一	833.306460
831.376263	IU/tone	553555	833.306460
831.376263	EU/tone	552155?	833.306460
834.814427	word	三十一	836.503350
834.814427	IU/tone	553555	836.503350
834.814427	EU/tone	553555	836.503350
838.926333	EU/tone	51	839.288245
838.926333	IU/tone	51	839.288245
838.926333	word	看	839.288245
839.288245	word	老師	840.514725
839.288245	EU/tone	2155	840.514725
839.288245	IU/tone	2155	840.514725
840.997274	IU/tone	5135	842.143329
840.997274	word	太陽	842.143329
840.997274	EU/tone	5535?	842.143329
843.269278	IU/tone	5135	844.254482
843.269278	EU/tone	5535?	844.254482
843.269278	word	太陽	844.254482
847.330735	EU/tone	21	847.954027
847.330735	IU/tone	21	847.954027
847.330735	word	好	847.954027
848.356152	word	好熱	849.180507
848.356152	EU/tone	2151	849.180507
848.356152	IU/tone	2151	849.180507
853.684301	word	太陽	854.589081
853.684301	EU/tone	5535?	854.589081
853.684301	IU/tone	5135	854.589081
854.589081	EU/tone	2151	855.413436
854.589081	word	好熱	855.413436
854.589081	IU/tone	2151	855.413436
857.042040	IU/tone	5135	857.906608
857.042040	EU/tone	5535	857.906608
857.042040	word	太陽	857.906608
857.906608	word	好熱	858.907532
857.906608	IU/tone	2151	858.907532
857.906608	EU/tone	2151	858.907532
870.368811	EU/tone	2155	871.534972
870.368811	word	太陽	871.534972
870.368811	IU/tone	5135	871.534972
871.835468	IU/tone	5135	872.639717
871.835468	EU/tone	2135	872.639717
871.835468	word	太陽	872.639717
873.926515	IU/tone	5135	874.851402
873.926515	EU/tone	5535?	874.851402
873.926515	word	太陽	874.851402
875.937138	IU/tone	5135	876.660962
875.937138	word	太陽	876.660962
875.937138	EU/tone	5135	876.660962
879.435621	word	太陽	880.280082
879.435621	EU/tone	5521	880.280082
879.435621	IU/tone	5135	880.280082
880.280082	word	眼睛	880.983800
880.280082	EU/tone	2155	880.983800
880.280082	IU/tone	2155	880.983800
881.848367	IU/tone	2155	882.913997
881.848367	word	耳朵	882.913997
881.848367	EU/tone	2155	882.913997
883.919308	IU/tone	2155	884.944726
883.919308	word	嘴巴	884.944726
883.919308	EU/tone	2155	884.944726
886.653755	word	臉	887.317260
886.653755	IU/tone	21	887.317260
886.653755	EU/tone	21	887.317260
888.766737	word	鼻子	889.309605
888.766737	EU/tone	35	889.309605
888.766737	IU/tone	35	889.309605
927.089563	EU/tone	5521	928.637742
927.089563	word	吸管*	928.637742
927.089563	IU/tone	5521	928.637742
933.989159	EU/tone	5521	935.522179
933.989159	word	吸管	935.522179
933.989159	IU/tone	5521	935.522179
936.401411	word	吸管	937.776620
936.401411	EU/tone	5521	937.776620
936.401411	IU/tone	5521	937.776620
948.277640	EU/tone	55	949.337227
948.277640	word	刀	949.337227
948.277640	IU/tone	55	949.337227
952.561078	EU/tone	2155	953.530487
952.561078	word	剪刀	953.530487
952.561078	IU/tone	2155	953.530487
