tmin	tier	text	tmax
1035.435064	word	老師	1037.576783
1035.435064	IU/tone	2155	1037.576783
1035.435064	EU/tone	2155	1037.576783
1040.034124	word	老師	1041.341699
1040.034124	EU/tone	2155	1041.341699
1040.034124	IU/tone	2155	1041.341699
1049.264106	EU/tone	2155	1050.706948
1049.264106	word	太陽	1050.706948
1049.264106	IU/tone	5135	1050.706948
1052.375235	EU/tone	5535	1053.525000
1052.375235	word	太陽	1053.525000
1052.375235	IU/tone	5135	1053.525000
1054.449320	IU/tone	5135	1055.621630
1054.449320	EU/tone	5535	1055.621630
1054.449320	word	太陽	1055.621630
1059.175866	IU/tone	55	1059.852198
1059.175866	EU/tone	55	1059.852198
1059.175866	word	睛	1059.852198
1060.145275	EU/tone	35	1061.302821
1060.145275	IU/tone	35	1061.302821
1060.145275	word	鼻子	1061.302821
1061.302821	EU/tone	21	1061.813562
1061.302821	word	耳	1061.813562
1061.302821	IU/tone	21	1061.813562
1063.459303	IU/tone	2155	1064.563979
1063.459303	word	耳朵	1064.563979
1063.459303	EU/tone	2155	1064.563979
1086.232878	EU/tone	21	1087.097445
1086.232878	word	好?	1087.097445
1086.232878	IU/tone	21	1087.097445
1111.480447	EU/tone	5151?	1112.204271
1111.480447	IU/tone	5151	1112.204271
1111.480447	word	預備	1112.204271
1148.820263	EU/tone	2155	1150.046742
1148.820263	word	老師	1150.046742
1148.820263	IU/tone	2155	1150.046742
1150.348336	word	老師	1151.192797
1150.348336	EU/tone	2155	1151.192797
1150.348336	IU/tone	2155	1151.192797
1151.775877	EU/tone	2155	1152.519808
1151.775877	word	老師	1152.519808
1151.775877	IU/tone	2155	1152.519808
1152.821401	IU/tone	5135	1154.610855
1152.821401	EU/tone	5135	1154.610855
1152.821401	word	太陽?	1154.610855
1174.565366	word	天氣?	1175.186469
1174.565366	IU/tone	5551	1175.186469
1174.565366	EU/tone	5551	1175.186469
1175.186469	word	問?	1175.640499
1175.186469	IU/tone	51	1175.640499
1175.186469	EU/tone	51	1175.640499
1175.640499	IU/tone	5551	1176.137301
1175.640499	EU/tone	5551	1176.137301
1175.640499	word	天氣?	1176.137301
1177.983159	word	天氣?	1178.687236
1177.983159	IU/tone	5551	1178.687236
1177.983159	EU/tone	5551	1178.687236
