tmin	tier	text	tmax
1168.917896	EU/tone	2151	1169.670468
1168.917896	IU/tone	2151	1169.670468
1168.917896	word	晚上	1169.670468
1169.670468	EU/tone	3521	1170.423039
1169.670468	IU/tone	3521	1170.423039
1169.670468	word	游泳	1170.423039
1170.912633	EU/tone	21	1171.257715
1170.912633	IU/tone	21	1171.257715
1170.912633	word	我	1171.257715
1171.257715	IU/tone	21	1171.503677
1171.257715	word	我	1171.503677
1171.257715	EU/tone	21	1171.503677
1171.503677	EU/tone	2151	1172.182827
1171.503677	IU/tone	2151	1172.182827
1171.503677	word	晚上	1172.182827
1172.182827	word	游泳	1173.104268
1172.182827	EU/tone	3521	1173.104268
1172.182827	IU/tone	3521	1173.104268
1201.937441	word	晚上	1202.543169
1201.937441	EU/tone	2151	1202.543169
1201.937441	IU/tone	2151	1202.543169
1202.543169	word	游泳	1203.115858
1202.543169	IU/tone	3521	1203.115858
1202.543169	EU/tone	3521	1203.115858
1204.184726	EU/tone	21	1204.937298
1204.184726	IU/tone	21	1204.937298
1204.184726	word	我	1204.937298
1204.937298	EU/tone	2151	1206.075333
1204.937298	word	早上	1206.075333
1204.937298	IU/tone	2151	1206.075333
1212.106412	EU/tone	35	1212.994814
1212.106412	word	我	1212.994814
1212.106412	IU/tone	35	1212.994814
1212.994814	word	早上	1214.331087
1212.994814	IU/tone	2151	1214.331087
1212.994814	EU/tone	2151	1214.331087
1214.331087	IU/tone	3521	1215.733440
1214.331087	EU/tone	2151	1215.733440
1214.331087	word	游泳	1215.733440
1217.868566	EU/tone	35	1218.219661
1217.868566	word	我	1218.219661
1217.868566	IU/tone	35	1218.219661
1218.219661	EU/tone	2151	1220.164186
1218.219661	IU/tone	2151	1220.164186
1218.219661	word	早上	1220.164186
1223.175499	EU/tone	3521	1224.728418
1223.175499	IU/tone	3521	1224.728418
1223.175499	word	游泳	1224.728418
1225.733760	EU/tone	3521	1226.712774
1225.733760	IU/tone	3521	1226.712774
1225.733760	word	游泳	1226.712774
1250.332743	IU/tone	21	1250.697342
1250.332743	word	我	1250.697342
1250.332743	EU/tone	21	1250.697342
1252.331283	IU/tone	2151	1253.161757
1252.331283	word	晚上	1253.161757
1252.331283	EU/tone	2151	1253.161757
1258.348019	IU/tone	21	1259.259516
1258.348019	word	我	1259.259516
1258.348019	EU/tone	21	1259.259516
1259.259516	word	晚上	1260.380318
1259.259516	EU/tone	2151	1260.380318
1259.259516	IU/tone	2151	1260.380318
1260.380318	EU/tone	3521	1261.696924
1260.380318	IU/tone	3521	1261.696924
1260.380318	word	游泳	1261.696924
1278.479874	EU/tone	21	1279.074035
1278.479874	IU/tone	21	1279.074035
1278.479874	word	我	1279.074035
1282.112602	IU/tone	21	1282.645996
1282.112602	EU/tone	21	1282.645996
1282.112602	word	我	1282.645996
1286.217710	word	早*上	1287.216980
1286.217710	IU/tone	2151	1287.216980
1286.217710	EU/tone	2151	1287.216980
1289.395242	EU/tone	21	1290.299986
1289.395242	word	我	1290.299986
1289.395242	IU/tone	21	1290.299986
1291.596336	word	早上	1292.514584
1291.596336	EU/tone	2151	1292.514584
1291.596336	IU/tone	2151	1292.514584
1293.178715	EU/tone	3521	1294.360285
1293.178715	IU/tone	3521	1294.360285
1293.178715	word	游泳	1294.360285
1297.439731	IU/tone	21	1298.209439
1297.439731	word	我	1298.209439
1297.439731	EU/tone	21	1298.209439
1302.017716	IU/tone	21	1302.834686
1302.017716	word	我	1302.834686
1302.017716	EU/tone	35	1302.834686
1307.000808	IU/tone	2151	1307.682742
1307.000808	word	早上	1307.682742
1307.000808	EU/tone	2151	1307.682742
1307.682742	word	游泳	1308.202632
1307.682742	EU/tone	3521	1308.202632
1307.682742	IU/tone	3521	1308.202632
1309.363946	IU/tone	35	1309.964858
1309.363946	word	我	1309.964858
1309.363946	EU/tone	35	1309.964858
1309.964858	EU/tone	2151	1310.619785
1309.964858	IU/tone	2151	1310.619785
1309.964858	word	早上	1310.619785
1310.619785	EU/tone	5521	1311.105916
1310.619785	IU/tone	3521	1311.105916
1310.619785	word	游泳	1311.105916
1316.911994	EU/tone	2155	1318.026045
1316.911994	word	老師	1318.026045
1316.911994	IU/tone	2155	1318.026045
1332.479673	IU/tone	21	1333.005574
1332.479673	word	我	1333.005574
1332.479673	EU/tone	21	1333.005574
1338.379311	IU/tone	2151	1338.922889
1338.379311	EU/tone	2151	1338.922889
1338.379311	word	晚?上	1338.922889
1340.505011	IU/tone	2151	1341.791037
1340.505011	EU/tone	2151	1341.791037
1340.505011	word	晚上	1341.791037
1346.873341	EU/tone	3521	1348.428947
1346.873341	word	游泳	1348.428947
1346.873341	IU/tone	3521	1348.428947
1349.467491	EU/tone	2121	1350.576744
1349.467491	word	游泳	1350.576744
1349.467491	IU/tone	3521	1350.576744
1355.504130	EU/tone	3521	1356.308449
1355.504130	word	游泳	1356.308449
1358.641857	word	我	1359.477111
1358.641857	IU/tone	21	1359.477111
1358.641857	EU/tone	21	1359.477111
1363.861405	IU/tone	2151	1364.683402
1363.861405	word	晚上*	1364.683402
1363.861405	EU/tone	2151	1364.683402
1366.619070	EU/tone	35	1366.937262
1366.619070	IU/tone	35	1366.937262
1366.619070	word	我	1366.937262
1366.937262	EU/tone	2151	1367.653194
1366.937262	word	晚上*	1367.653194
1366.937262	IU/tone	2151	1367.653194
1373.260034	IU/tone	3521	1374.179256
1373.260034	word	游泳	1374.179256
1373.260034	EU/tone	3521	1374.179256
1381.683060	IU/tone	35	1382.141698
1381.683060	EU/tone	35	1382.141698
1381.683060	word	我	1382.141698
1382.141698	word	晚上*	1383.255789
1382.141698	EU/tone	2155	1383.255789
1382.141698	IU/tone	2151	1383.255789
1383.255789	word	游泳*	1384.416032
1383.255789	IU/tone	3521	1384.416032
1383.255789	EU/tone	3521	1384.416032
1394.719861	EU/tone	21	1395.819576
1394.719861	IU/tone	21	1395.819576
1394.719861	word	我	1395.819576
1396.746787	EU/tone	5521	1398.752149
1396.746787	word	中午	1398.752149
1396.746787	IU/tone	5521	1398.752149
1400.081870	EU/tone	3521	1401.195960
1400.081870	word	游泳	1401.195960
1400.081870	IU/tone	3521	1401.195960
1412.343775	word	吃飯	1413.472240
1412.343775	IU/tone	5551	1413.472240
1412.343775	EU/tone	5551	1413.472240
1414.464140	IU/tone	5551	1415.894488
1414.464140	word	吃飯	1415.894488
1414.464140	EU/tone	5551	1415.894488
1426.279617	word	中午	1427.314643
1426.279617	EU/tone	5521	1427.314643
1426.279617	IU/tone	5521	1427.314643
1427.314643	word	吃飯	1428.328106
1427.314643	EU/tone	5551	1428.328106
1427.314643	IU/tone	5551	1428.328106
1431.101764	word	我	1431.734279
1431.101764	EU/tone	21	1431.734279
1431.101764	IU/tone	21	1431.734279
1431.734279	EU/tone	5521	1432.718991
1431.734279	IU/tone	5521	1432.718991
1431.734279	word	中午*	1432.718991
1432.718991	EU/tone	5551	1433.559950
1432.718991	IU/tone	5551	1433.559950
1432.718991	word	吃*飯	1433.559950
1436.036948	EU/tone	21	1436.561649
1436.036948	word	我	1436.561649
1436.036948	IU/tone	21	1436.561649
1436.561649	word	中午	1437.416983
1436.561649	EU/tone	5521	1437.416983
1436.561649	IU/tone	5521	1437.416983
1437.416983	EU/tone	5551	1438.401695
1437.416983	IU/tone	5551	1438.401695
1437.416983	word	吃*飯	1438.401695
1447.213906	EU/tone	21	1447.875172
1447.213906	IU/tone	21	1447.875172
1447.213906	word	我	1447.875172
1447.875172	EU/tone	5521	1448.859884
1447.875172	IU/tone	5521	1448.859884
1447.875172	word	中午	1448.859884
1448.859884	EU/tone	5551	1449.765532
1448.859884	IU/tone	5551	1449.765532
1448.859884	word	吃飯	1449.765532
1451.345251	word	我	1451.934640
1451.345251	EU/tone	21	1451.934640
1451.345251	IU/tone	21	1451.934640
1451.934640	word	中午	1453.307487
1451.934640	EU/tone	5521	1453.307487
1451.934640	IU/tone	5521	1453.307487
1453.307487	IU/tone	5551	1454.004692
1453.307487	EU/tone	5551	1454.004692
1453.307487	word	吃飯	1454.004692
1483.130441	IU/tone	21	1483.669517
1483.130441	EU/tone	21	1483.669517
1483.130441	word	我	1483.669517
1483.669517	EU/tone	5521	1484.481725
1483.669517	word	 中午	1484.481725
1483.669517	IU/tone	5521	1484.481725
1484.481725	word	吃飯	1485.337059
1484.481725	EU/tone	5551	1485.337059
1484.481725	IU/tone	5551	1485.337059
1486.142079	IU/tone	21	1486.666780
1486.142079	word	我	1486.666780
1486.142079	EU/tone	21	1486.666780
1486.666780	IU/tone	5521	1487.514926
1486.666780	EU/tone	5521	1487.514926
1486.666780	word	中午	1487.514926
1487.514926	word	吃飯	1488.255257
1487.514926	EU/tone	5551	1488.255257
1487.514926	IU/tone	5551	1488.255257
1496.391828	word	我	1496.708086
1496.391828	IU/tone	21	1496.708086
1496.391828	EU/tone	35	1496.708086
1496.708086	EU/tone	5521	1498.131246
1496.708086	word	中午	1498.131246
1496.708086	IU/tone	5521	1498.131246
1498.131246	IU/tone	5551	1498.799700
1498.131246	EU/tone	5551	1498.799700
1498.131246	word	吃飯	1498.799700
1500.632558	EU/tone	21	1501.473517
1500.632558	word	我	1501.473517
1500.632558	IU/tone	21	1501.473517
1502.506184	word	我	1503.232139
1502.506184	IU/tone	21	1503.239327
1502.506184	EU/tone	21	1503.239327
1506.064085	EU/tone	2151	1507.221301
1506.064085	IU/tone	5551	1507.221301
1506.064085	word	吃*飯	1507.221301
1514.179482	EU/tone	21	1514.876687
1514.179482	word	我	1514.876687
1514.179482	IU/tone	21	1514.876687
1515.947651	word	我	1516.824548
1515.947651	EU/tone	21	1516.824548
1515.947651	IU/tone	21	1516.824548
1517.780509	EU/tone	5521	1518.614280
1517.780509	IU/tone	5521	1518.614280
1517.780509	word	中午	1518.614280
1518.614280	EU/tone	5551	1519.419300
1518.614280	IU/tone	5551	1519.419300
1518.614280	word	吃*飯	1519.419300
1519.692432	EU/tone	21	1520.346511
1519.692432	IU/tone	21	1520.346511
1519.692432	word	我	1520.346511
1521.134014	IU/tone	5521	1522.133101
1521.134014	word	中午	1522.133101
1521.134014	EU/tone	5521	1522.133101
1523.570637	IU/tone	5521	1524.246279
1523.570637	word	中午	1524.246279
1523.570637	EU/tone	5521	1524.246279
1524.246279	IU/tone	5551	1524.878794
1524.246279	EU/tone	5551	1524.878794
1524.246279	word	吃飯	1524.878794
1527.505550	EU/tone	21	1527.872122
1527.505550	IU/tone	21	1527.872122
1527.505550	word	我	1527.872122
1527.872122	IU/tone	5521	1528.368072
1527.872122	word	中午	1528.368072
1527.872122	EU/tone	5521	1528.368072
1528.368072	IU/tone	5551	1528.856834
1528.368072	word	吃*飯	1528.856834
1528.368072	EU/tone	5551	1528.856834
1533.267709	IU/tone	21	1533.655843
1533.267709	word	我	1533.655843
1533.267709	EU/tone	21	1533.655843
1533.655843	IU/tone	5521	1534.367423
1533.655843	word	中午	1534.367423
1533.655843	EU/tone	5521	1534.367423
1536.308097	EU/tone	3551	1537.673756
1536.308097	IU/tone	5551	1537.673756
1536.315284	word	吃飯	1537.673756
1538.703023	EU/tone	21	1539.759612
1538.703023	IU/tone	21	1539.759612
1538.703023	word	我	1539.759612
1541.858415	IU/tone	2151	1543.123446
1541.858415	word	晚上	1543.123446
1541.858415	EU/tone	2151	1543.123446
1545.462703	IU/tone	55	1546.339600
1545.462703	word	吃	1546.339600
1545.462703	EU/tone	55	1546.339600
1547.216497	word	?	1547.935265
1549.257798	EU/tone	5551	1549.947815
1549.257798	IU/tone	5551	1549.947815
1549.257798	word	吃飯	1549.947815
1553.337256	EU/tone	35	1553.912271
1553.337256	IU/tone	35	1553.912271
1553.337256	word	我	1553.912271
1553.912271	word	晚上	1555.033549
1553.912271	EU/tone	2155	1555.033549
1553.912271	IU/tone	2151	1555.033549
1555.033549	IU/tone	5551	1556.068575
1555.033549	word	吃飯	1556.068575
1555.033549	EU/tone	5551	1556.068575
1570.874132	IU/tone	21	1571.441958
1570.874132	word	我	1571.441958
1570.874132	EU/tone	21	1571.441958
1571.441958	IU/tone	21	1571.808530
1571.441958	word	我	1571.808530
1571.441958	EU/tone	21	1571.808530
1571.808530	IU/tone	5521	1572.268541
1571.808530	EU/tone	5521	1572.268541
1571.808530	word	中午	1572.268541
1572.268541	word	吃飯	1572.807617
1572.268541	EU/tone	5551	1572.807617
1572.268541	IU/tone	5551	1572.807617
1579.312983	word	我	1579.808932
1579.312983	IU/tone	21	1579.808932
1579.312983	EU/tone	21	1579.808932
1607.039095	word	我	1607.909330
1607.039095	IU/tone	21	1607.909330
1607.039095	EU/tone	21	1607.909330
1623.062885	IU/tone	5551	1624.443258
1623.062885	EU/tone	5551	1624.443258
1623.062885	word	吃飯	1624.443258
1626.393784	EU/tone	55	1627.083971
1626.393784	IU/tone	55	1627.083971
1626.393784	word	吃	1627.083971
1627.083971	IU/tone	51	1627.984214
1627.083971	word	飯	1627.984214
1627.083971	EU/tone	51	1627.984214
1638.130469	IU/tone	3555	1639.588765
1638.130469	word	回家	1639.588765
1638.130469	EU/tone	2155	1639.588765
1640.846802	IU/tone	3555	1642.022682
1640.846802	word	回家	1642.022682
1640.846802	EU/tone	2155	1642.022682
1652.523728	word	中午	1653.401787
1652.523728	EU/tone	5521	1653.401787
1652.523728	IU/tone	5521	1653.401787
1654.439026	IU/tone	21	1655.121960
1654.439026	word	我	1655.121960
1654.439026	EU/tone	21	1655.121960
1656.482694	EU/tone	21	1657.114280
1656.482694	IU/tone	21	1657.114280
1656.482694	word	我	1657.114280
1664.620979	IU/tone	21	1665.124194
1664.620979	word	我	1665.124194
1664.620979	EU/tone	35	1665.124194
1665.724971	IU/tone	55	1666.320613
1665.724971	word	家	1666.320613
1665.724971	EU/tone	55	1666.320613
1674.161350	IU/tone	21	1674.864824
1674.161350	EU/tone	21	1674.864824
1674.161350	word	我	1674.864824
1674.864824	EU/tone	5521	1676.102321
1674.864824	IU/tone	5121	1676.102321
1674.864824	word	下*午 	1676.102321
1676.102321	word	回家	1677.262797
1676.102321	EU/tone	3555	1677.262797
1676.102321	IU/tone	3555	1677.262797
1685.270285	IU/tone	21	1685.768365
1685.270285	word	我	1685.768365
1685.270285	EU/tone	21	1685.768365
1686.358873	word	下午	1688.048237
1686.358873	EU/tone	5121	1688.048237
1686.358873	IU/tone	5121	1688.048237
1688.952726	EU/tone	3555	1690.215898
1688.952726	IU/tone	3555	1690.215898
1688.952726	word	回家	1690.215898
1691.734129	EU/tone	35	1692.458142
1691.734129	IU/tone	21	1692.458142
1691.734129	word	我	1692.458142
1692.458142	EU/tone	5121	1693.982640
1692.458142	IU/tone	5121	1693.982640
1692.458142	word	下午	1693.982640
1693.982640	IU/tone	3555	1695.415262
1693.982640	word	回家	1695.415262
1693.982640	EU/tone	3555	1695.415262
1698.097989	IU/tone	21	1698.755249
1698.097989	word	我	1698.755249
1698.097989	EU/tone	21	1698.755249
1698.755249	IU/tone	5121	1699.967073
1698.755249	EU/tone	5521	1699.967073
1698.755249	word	下午	1699.967073
1699.967073	EU/tone	3555	1701.184031
1699.967073	IU/tone	3555	1701.184031
1699.967073	word	回家	1701.184031
1703.887028	IU/tone	21	1704.646985
1703.887028	word	我	1704.646985
1703.887028	EU/tone	21	1704.646985
1704.646985	IU/tone	5121	1705.910157
1704.646985	word	下午	1705.910157
1704.646985	EU/tone	5121	1705.910157
1705.910157	IU/tone	3555	1707.435206
1705.910157	word	回家	1707.435206
1705.910157	EU/tone	3555	1707.435206
1732.853585	word	我	1733.670026
1732.853585	EU/tone	21	1733.670026
1732.853585	IU/tone	21	1733.670026
1735.390199	IU/tone	21	1736.196370
1735.390199	word	我	1736.196370
1735.390199	EU/tone	21	1736.196370
1737.799195	EU/tone	21	1738.471860
1737.799195	IU/tone	21	1738.471860
1737.799195	word	我	1738.471860
1740.125280	IU/tone	21	1740.705518
1740.125280	word	我	1740.705518
1740.125280	EU/tone	21	1740.705518
1740.705518	word	我	1741.397605
1740.705518	EU/tone	21	1741.397605
1740.705518	IU/tone	21	1741.397605
1741.397605	word	我	1742.147293
1741.397605	EU/tone	21	1742.147293
1741.397605	IU/tone	21	1742.147293
1742.989880	word	下午	1743.965501
1742.989880	EU/tone	5521	1743.965501
1742.989880	IU/tone	5121	1743.965501
1746.178619	EU/tone	2151	1747.036139
1746.178619	IU/tone	2151	1747.036139
1746.178619	word	晚上*	1747.036139
1747.909257	word	我	1748.823260
1747.909257	EU/tone	21	1748.823260
1747.909257	IU/tone	21	1748.823260
1749.685914	IU/tone	2151	1751.036378
1749.685914	word	晚上	1751.036378
1749.685914	EU/tone	2151	1751.036378
1753.167812	word	洗	1754.256399
1753.167812	EU/tone	21	1754.256399
1753.167812	IU/tone	21	1754.256399
1754.256399	word	澡	1755.257694
1754.256399	EU/tone	21	1755.257694
1754.256399	IU/tone	21	1755.257694
1757.937440	word	我	1758.368767
1757.937440	IU/tone	35	1758.368767
1757.937440	EU/tone	35	1758.368767
1758.368767	IU/tone	2151	1759.529242
1758.368767	word	晚上	1759.529242
1758.368767	EU/tone	2151	1759.529242
1759.529242	EU/tone	3521	1760.376492
1759.529242	IU/tone	3521	1760.376492
1759.529242	word	洗澡	1760.376492
1763.059220	word	老師	1763.798638
1763.059220	EU/tone	2155	1763.798638
1763.059220	IU/tone	2155	1763.798638
1763.798638	EU/tone	21	1764.158077
1763.798638	IU/tone	21	1764.158077
1763.798638	word	我	1764.158077
1764.158077	IU/tone	2151	1764.825607
1764.158077	word	晚上	1764.825607
1764.158077	EU/tone	2151	1764.825607
1764.959113	IU/tone	2155	1765.780689
1764.959113	word	老師	1765.780689
1764.959113	EU/tone	2155	1765.780689
1765.780689	IU/tone	21	1766.155532
1765.780689	word	我	1766.155532
1765.780689	EU/tone	21	1766.155532
1766.155532	word	要	1766.473893
1766.155532	EU/tone	51	1766.473893
1766.155532	IU/tone	51	1766.473893
1766.473893	IU/tone	515121	1767.685717
1766.473893	word	上廁所	1767.685717
1766.473893	EU/tone	515121	1767.685717
1768.728563	EU/tone	2155	1769.473116
1768.728563	IU/tone	2155	1769.473116
1768.728563	word	老師	1769.473116
1769.473116	EU/tone	21	1769.791476
1769.473116	IU/tone	21	1769.791476
1769.473116	word	我	1769.791476
1769.791476	EU/tone	51	1770.120106
1769.791476	word	要	1770.120106
1769.791476	IU/tone	51	1770.120106
1770.120106	IU/tone	515121	1771.224098
1770.120106	word	上廁所	1771.224098
1770.120106	EU/tone	515121	1771.224098
1776.025559	IU/tone	21	1776.687955
1776.025559	EU/tone	21	1776.687955
1776.025559	word	我	1776.687955
1776.687955	IU/tone	2151	1777.863834
1776.687955	EU/tone	2155	1777.863834
1776.687955	word	晚上*	1777.863834
1777.863834	EU/tone	3521	1779.342670
1777.863834	word	洗澡	1779.342670
1777.863834	IU/tone	3521	1779.342670
1786.172996	word	我	1786.855930
1786.172996	EU/tone	21	1786.855930
1786.172996	IU/tone	21	1786.855930
1790.716122	EU/tone	3521	1791.368247
1790.716122	IU/tone	3521	1791.368247
1790.716122	word	洗澡	1791.368247
1797.426248	EU/tone	3521	1798.088644
1797.426248	IU/tone	3521	1798.088644
1797.426248	word	洗澡	1798.088644
1802.959556	EU/tone	35	1803.586007
1802.959556	IU/tone	35	1803.586007
1802.959556	word	我	1803.586007
1803.586007	IU/tone	2151	1804.710538
1803.586007	word	晚上*	1804.710538
1803.586007	EU/tone	2151	1804.710538
1804.710538	EU/tone	3521	1805.609136
1804.710538	IU/tone	3521	1805.609136
1804.710538	word	洗澡	1805.609136
1823.689152	word	我	1823.992108
1823.689152	EU/tone	21	1823.992108
1823.689152	IU/tone	21	1823.992108
1823.992108	EU/tone	51	1824.151288
1823.992108	IU/tone	51	1824.151288
1823.992108	word	要	1824.151288
1824.151288	EU/tone	515121	1824.921515
1824.151288	IU/tone	515121	1824.921515
1824.151288	word	上廁所	1824.921515
1835.550193	EU/tone	51	1835.955846
1835.550193	word	看	1835.955846
1835.550193	IU/tone	51	1835.955846
1835.955846	word	電視	1837.018759
1835.955846	EU/tone	5151	1837.018759
1835.955846	IU/tone	5151	1837.018759
1838.716714	word	看	1839.271277
1838.716714	EU/tone	51	1839.271277
1838.716714	IU/tone	51	1839.271277
1839.271277	IU/tone	5151	1840.565258
1839.271277	EU/tone	5151	1840.565258
1839.271277	word	電視	1840.565258
